eun,isEunInPanda,pandaOrderGUID,isOrderInPanda,pbsFis,pbsVerso,pbsTenderReference,pbsSupplier,pbsNumber,cataloguePartNumber,serialNumber,itemPriceCzk,itemPriceEUR,cartName,description,notes,destination,deliveredDate,TargetsystemGUID,ItemUsage,ItemCondition,ImportInstr,PandaPartNumber
13020068,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S1.S.2,VEOP-MIRR-10008279 OC0295,20130129/1,7475,299,"Broadband dielectric focusing mirror R= -600mm, D 0.5""","S1: ROC=600mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10008279
13020069,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008279 OC0295,20130129/1,7475,299,"Broadband dielectric focusing mirror R= 600mm, D 0.5""","S1: ROC=600mm concave L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008279
13020070,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.BB.OPA1.S2.S,VEOP-MIRR-10008278 OC0294,20130129/1,7475,299,"Broadband dielectric de-focusing  mirror R= 600mm, D 0.5""","S1: ROC=600mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0M07
0.5""x6.35mm
wedge <5'",,UTIA lab,02/07/2013,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,MIRR-10008278
13020071,FALSE,b171caec-236a-43ef-a2ff-ed9ed97bccac,TRUE,12920103,775504,MN507/2012,FEMTOLASERS Produktions GmbH,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,VEOP-MIRR-10008278 OC0294,20130129/1,7475,299,"Broadband dielectric de-focusing  mirror R= 600mm, D 0.5""","S1: ROC=600mm convex L/10 at 633nm 10-5 scratch-dig, flat
S2: 10-5 scratch-dig; L/10 at 633nm flat
S1: R>99.5% low GDD 
700(+/-10)nm to 900 (+/-10)nm for AOI=0 deg.
S2: no coating
BK7 substrate
0.5""x6.35mm
wedge <5'",,"SOFIA OPA preamp, on table",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10008278
13050006,FALSE,be7501e5-530f-412a-9b1e-a902ab9d9fdf,TRUE,13910106,808485,MN718/2013,Newlight Photonics Ic,RA1.L2.L2_1.FE.L2_1.BB.OPA.S3,BTC12150-24.3(I)-P,,21695.375,845,BBO Crystal 12x12x1.5 p-coating (backup),"Ordered from Newlight photonics, high power p-coating
part number BTC12150-24.3(I)-P
Type I PM the",,UTIA crystal drawer,05/03/2013,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,BTC12150-24.3(I)-P
13050007,FALSE,be7501e5-530f-412a-9b1e-a902ab9d9fdf,TRUE,13910106,808485,MN718/2013,Newlight Photonics Ic,RA1.L1.FE.L1_1.SPAR.OPA1.O.C,BTC12150-24.3(I)-UC,,16740.1,652,BBO Crystal 12x12x1.5 uncoated (backup),"Ordered from Newlight photonics, uncoated
P/N: BTC12150-24.3(I)-UC",,"UTIA crystal drawer, still packed",05/03/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,BTC12150-24.3(I)-UC
13020003,FALSE,3a810ad8-249d-4f90-892d-3ed9ed8a28d1,TRUE,13920001,766348,MN417/2012,N CASIX,RA1.L1.FE.L1_1.BB.PL1.SHG.C,,NA,30213.9,1180,13x13x1.5mm LBO crystal for SHG 1030->515nm,clear aparture 12 mm; AR <0.5% for 515&1030 nm,,"UTIA, graveyard",1/28/2013,1e180a0c-2d4f-4626-9a56-b4a1c5baac5d,,,UL,30159317
13020004,FALSE,3a810ad8-249d-4f90-892d-3ed9ed8a28d1,TRUE,13920001,766348,MN417/2012,N CASIX,RA1.L1.FE.L1_1.SPAR.RA,,,27525.375,1075,13x13x1.0mm LBO crystal for SHG 1030nm->515nm,clear aperture 12 mm ; AR<0.5% for 515 & 1030nm,,"Roberts Desk, goes to HiLASE for SHG of Jitter measurements",1/28/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,30159318
13010069,FALSE,ac48bcdc-1157-47c2-897b-8a57964bb13e,TRUE,13920009,784844,MN571/2013,Layertec optical GmbH,RA1.L2.L2_1.FE.OSC.TE.OPT,,,6415,250,"Broadband (620-1050nm) 50:50 beamsplitter in 2"" mount","50:50 BS; PRp(45deg, 620-1050 nm) 0fs^2; clear aperture 23.5mm; 2"" mount",,,1/28/2013,fef64784-9918-4a79-85d8-3c8987da17ec,,,UL,104040
13020032,FALSE,71e6032e-9470-43f7-8c7e-7268f944c5f0,TRUE,13920010,784864,MN572/2013,Femtolasers,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,7404,288.430074,"Broadband beamsplitter PRs(45 deg, 650-950) = 8%, (Femtolasers)",,,Oscillator room ,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,BESP-10004710
13020033,FALSE,71e6032e-9470-43f7-8c7e-7268f944c5f0,TRUE,13920010,784864,MN572/2013,Femtolasers,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,7404,288.430074,"Broadband beamsplitter PRs(45 deg, 650nm-950nm) = 18%, (Femtolasers)",,,UTIA,02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,BESP-10005841
13020034,FALSE,71e6032e-9470-43f7-8c7e-7268f944c5f0,TRUE,13920010,784864,MN572/2013,Femtolasers,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,7404,288.430074,"Broadband beamsplitter PRs(45 deg, 650-950) = 30% (Femtolasers)","1"" optic in 2"" black mount",,"Sofia lab, Mirror drawer ",02/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,BESP-10005845
13020006,FALSE,852b052c-21c7-46ae-8ece-87a05f18e8ed,TRUE,13920011,783384,MN561/2013,Layertec GmbH,RA1.L1.FE.L1_1.BB.PL1.SHG,,,5738.88,224,Dichroic Mirror (Layertec P0112006),"Dichroic mirror for separating 515 nm SHG beam and 1030nm beam.

The coating is worn out at one spot",,L1 FE Drawer ,02/04/2013,1e180a0c-2d4f-4626-9a56-b4a1c5baac5d,,,UL,110155
13020007,FALSE,852b052c-21c7-46ae-8ece-87a05f18e8ed,TRUE,13920011,783384,MN561/2013,Layertec GmbH,RA1.L1.FE.L1_1.SPAR.RA,,,5738.88,224,Dichroic Mirror (Layertec P0112006),Dichroic mirror to separate 515nm SHG beam from 1030nm beam,,,02/04/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,110155
13030003,FALSE,6bef3b48-1c2d-4535-b382-22e9c96e1338,TRUE,13920014,786884,MN573/2013,Spectrogon,RA1.L1.FE.L1_1.BB.PL1.CMP.G1,,13789:1,29052.3,1130,"Diffraction grating (No1), 1740 lines/mm, 64x30x10 mm, Grooves parallell with LONG side","Gold Diffraction Grating, 1740 lines/mm, 64x30x10 mm NIR Zerodur, Grooves parallell with LONG side",,Borrowed to Pavel Trojek,2/26/2013,063c5417-7c99-45c0-b698-8e00c6a18093,,,UL,PC 1740 64x30x10 NIR (Zerodur)
13030004,FALSE,6bef3b48-1c2d-4535-b382-22e9c96e1338,TRUE,13920014,786884,MN573/2013,Spectrogon,RA1.L1.FE.L1_1.SPAR.RA,,13789:1,29052.3,1130,"Diffraction grating (No2), 1740 lines/mm, 64x30x10 mm, Grooves parallell with LONG side",,,,2/26/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,PC 1740 64x30x10 NIR (Zerodur)
13040014,FALSE,58325afe-97e5-4724-9bd2-1fe9e45898f3,TRUE,13920038,804527,MN676/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL1.RA.WP4,2-CPW-LO-L/4-1030,779800522,3900,153.5735381,"L/4 plate, 1030nm,  LO, 1""",Low order L/4 plate for 1030nm (2-CPW-LO-L/4-1030),,"UTIA, in 30mJ regen",04/08/2013,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,2-CPW-LO-L/4-1030
13040023,FALSE,bbc5e663-d59d-47c3-803a-98cab6078205,TRUE,13920041,805544,MN685/2013,EKSMA OPTICS,RA1.L1.FE.L1_1.SPAR.OPA1.O.C,,13920041,15810,620,BBO crystal 5x5x1.5 COATED,EKSMA crystal,,L1 Beamline cabinet 9,4/18/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,EUN 13040023-4
13040024,FALSE,bbc5e663-d59d-47c3-803a-98cab6078205,TRUE,13920041,805544,MN685/2013,EKSMA OPTICS,RA1.L2.L2_1.FE.L2_1.BB.OPA.S2.C,,13920041,15810,620,BBO crystal 5x5x1.5 COATED,EKSMA crystal,,l1 Beamline cabinet 9,4/18/2013,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 13040023-4
13040015,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/05/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040016,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/05/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040017,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040018,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040019,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040020,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040021,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13040022,FALSE,2a21b024-d558-4425-bd6b-200572240452,TRUE,13920047,805400,MN720/2013,FEMTOLASERS,RA1.L1.FE.L1_1.SPAR.OPA1.O,,,2530.935,99,"Right angle prism mirrors, silver coated",Right angle mirrors for use in broadband beam periscope / reflective polarization rotator,,,04/07/2013,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,MIRR-10004627
13060022,FALSE,303b71e4-551e-4ace-8c85-230b955c9d69,TRUE,13920051,813172,MN739/2013,Onefive GmbH,RA1.L2.L2_1.PL.FE.FPG.PA1,,821,230175,8985.945735,Fiber Amplifier,"OneFive fiber amplifier - orig. estimate 10,000euro",,"Sofia, 19"" mini rack",6/25/2013,edd53dcf-0ba1-4a14-90e2-e597600984af,,,UL,YDFA PM20 FA/LMA/YD/1030/20/APC
13040025,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.FE.L1_1.BB.PL1.RA.ISO,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239",,"UTIA, 10 mJ regen, glued on a pedestal",4/22/2013,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,110239
13040026,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.CSS.SPAR.O.BS,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239
burned spot",,"Pepa stole it and took to Sofia, burned spot",4/22/2013,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,Damaged,UL,110239
13040027,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.CSS.SPAR.O.BS,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239

originaly in Kuba, small shade - replaced",,Optics graveyard,4/22/2013,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,,UL,110239
13060011,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.FE.L1_1.BB.PL2.R1.ISO,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239",,"UTIA, Kuba",6/19/2013,2fe357bb-d24c-4a80-b5e5-a89857e53f5e,,,UL,110239
13060012,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.FE.L1_1.BB.PL2.R1.OUT,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239",,"UTIA, 100 mJ Kuba",6/19/2013,14151e01-7f43-49d5-b67a-0d98456a1d05,,,UL,110239
13060013,FALSE,bce80100-51d9-447a-accb-1c5fe3f38d8a,TRUE,13920072,823486,MN802/2013,Layertec optical GmbH,RA1.L1.FE.L1_1.BB.PL1.RA.ISO,,,9397.52,362,"Thin Film Polarizer 1030nm, FS, plane-rect. 30x20mm, (110239, Layertec)","d=6.35mm, TFP(55°,1030nm) Rs>99.9% Rp<2%
Layertec part number 110239",,"UTIA Lab, on table, 10mJ regenerative amp.",6/19/2013,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,110239
13080000,FALSE,d9e33df4-87d6-4afe-a3dd-358a48cb5ae8,TRUE,13920079,,MN868/2013,Gooch & Housego,RA1.L2.L2_1.PL.FE.FPG.PUL.MOD,,,27627.5,1075,Acousto Optic Pulse Picker,97-02910-15 digital driver for 150MHz AOM,,,08/05/2013,edd53dcf-0ba1-4a14-90e2-e597600984af,,,UL,97-02910-15
13080001,FALSE,d9e33df4-87d6-4afe-a3dd-358a48cb5ae8,TRUE,13920079,,MN868/2013,Gooch & Housego,RA1.L2.L2_1.PL.FE.FPG.PUL.MOD,,,57568,2240,Acousto Optic Pulse Picker,T_M150-0.4C2G-3-F2P fiber AO pulse picker,,,08/05/2013,edd53dcf-0ba1-4a14-90e2-e597600984af,,,UL,T-M150-0.4C2G-3-F2P
13060023,FALSE,959d3af3-6e25-495f-a292-cabfcce51998,TRUE,13920098,825430,MN846/2013,Advanced fiber resources LTD,RA1.L1.FE.L1_1.SPA.FPA,,,20720,801.3923806,fiber isolators,"HPMI1-03-2-L-0.5-F-P (SR5395C), FC/APC connectorized isolator from AFR",,UTIA,,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,HPMI1-03-2-L-0.5-F-P
13080024,FALSE,c3aceaf2-df6e-4169-b4ab-8048188af9c1,TRUE,13920100,825486,MN845/2013,OneFive GmbH,RA1.L1.FE.L1_1.SPA.FPA,,836,232695,9000,Fiber pre-amplifier (OneFive),"FA/LMA/YD/1030/20/APC from OneFive
OneFive Yb doped fiber amplifier for 1030 seed pre-amplification",,UTIA,8/19/2013,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,YDFA PM20 FA/LMA/YD/1030/20/APC
13090035,FALSE,34657313-22e1-4cbf-a078-26dea8793fca,TRUE,13920104,844481,MN949/2013,Hydac H.I.B.,RA1.L1.FE.L1_1.BB.PL2.R1.LH1.CHL,,2300003199,81880.5,3211,"Chiller for laser head, diodes, and PC 2.5 kW (HIB)","includes optional 2 flow switches in series and optional conductivity sensor 0-50uS
Water-water heat exchanger with cooling capacity 2.5 kW at set point 25 °C and industrial water temperature 15 °C
meeting specification 8200730743-010-V01
HIB
Cooling circuit 1 (diodes) 6l/min at 3 bar
Cooling circuit 2 (laser head) 7l/min at 5 bar
Use with easy-kit",,"L1 Rack area, 100 mJ regen rack",,20d22bb3-2fa2-44e4-94c4-5266dce6d640,,,UL,WK/W-02500-W-R03-010E-1-IW
13090036,FALSE,34657313-22e1-4cbf-a078-26dea8793fca,TRUE,13920104,844481,MN949/2013,Hydac H.I.B.,RA1.L1.FE.L1_1.BB.PL2.R1.LH2.CHL,,2300003200,81880.5,3211,"Chiller for laser head, diodes, and PC 2.5 kW (HIB)","orig. estimate 4510 eur
includes optional 2 flow switches in series and optional conductivity sensor 0-50uS
Water-water heat exchanger with cooling capacity 2.5 kW at set point 25 °C and industrial water temperature 15 °C
meeting specification 8200730743-010-V01
HIB
Cooling circuit 1 (diodes) 6l/min at 3 bar
Cooling circuit 2 (laser head) 7l/min at 5 bar
Use with easy-kit",,"L1 Rack area, 100 mJ regen rack",09/05/2013,bc84dbec-f9ee-4686-8729-45934b797257,,,UL,WK/W-02500-W-R03-010E-1-IW
13100249,FALSE,a0d4b7ad-35e3-4996-a3de-95331c3342ca,TRUE,13920126,861486,MN1053/2013,OptiGrate Corp.,RA1.L1.FE.L1_1.SPAR.RA,,,147202.68,5666,Volume Bragg grating,"CBG-1030-85 + ARC-HE
Central Wavelength: 1030 ± 1 nm at 22°C in air; Diff. Efficiency: > 85%; Grating Thickness: 50 ± 4 mm
Bandwidth: 2.5 nm; Grating Aperture: 6 mm × 6 mm (clear aperture 85%)
Stretching Factor: ~ 192 ps/nm; Surface Flatness: l/4; High Energy Antireflection Coating R<0.4%",,"Oscillator room, drawer no 9, GRATINGS drawer",10/02/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,CBG-1030-85+ARC-HE
13110074,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL1.RA.ISO,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,"UTIA Lab, on table, 30mJ regenerative amp.",11/25/2013,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,2-CPW-ZO-L2-1030
13110075,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL2.R1.ISO,2-CPW-ZO-L/4-1030,,6864,264.8148148,"Wave plate, L/4, 1030 nm, ZO, 1"", Crystal quartz","L/4, ZO, 1030 nm, clear aperture > 18mm , 10-5 S/D, LDT 10 J/cm2 at 10 ns",,,11/25/2013,2fe357bb-d24c-4a80-b5e5-a89857e53f5e,,,UL,2-CPW-ZO-L4-1030
13110076,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L2.L2_1.FE.L2_1.BB.PL1.OO.CIR,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,L2 BBFE regen,11/25/2013,ae9e7ff8-9ac6-4e7f-aba2-6f618ce935ac,,,UL,2-CPW-ZO-L2-1030
13110077,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.SPAR.RA,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,Supercontinuum setup,11/25/2013,ba7ab82c-466d-4200-af10-52f9a7db532a,,,UL,2-CPW-ZO-L2-1030
13110078,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL2.R1.ISO,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,"UTIA, Kuba 100",11/25/2013,2fe357bb-d24c-4a80-b5e5-a89857e53f5e,,,UL,2-CPW-ZO-L2-1030
13110079,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL2.R1.PP,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,"UTIA, 100 mJ regen before 1kHz pulse picker",11/25/2013,2c1eb2dd-2849-4cc8-b8ab-6de6b99d4aa9,,,UL,2-CPW-ZO-L2-1030
13110080,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.FE.L1_1.BB.PL2.R1.ISO,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,"UTIA, Kuba 100",11/25/2013,2fe357bb-d24c-4a80-b5e5-a89857e53f5e,,,UL,2-CPW-ZO-L2-1030
13110081,FALSE,3b0acbe2-03b9-4f3b-a759-4b3adcfef096,TRUE,13920140,865987,MN1078/2013,"LAO - pr?myslové systémy, s.r.o.",RA1.L1.L1_2.SEED.SC.PP,2-CPW-ZO-L/2-1030,,5304,204.6296296,"Wave plate, L/2, 1030 nm, 1"", Crystal quartz","L/2, ZO, 1030 nm, clear aperture > 18mm, 10-5 S/D, LDT 10 J/cm2 at 10 ns",,"UTIA, before 100 kHz PP",11/25/2013,fbf3fd2f-b4f1-4bbd-bb64-0efd6aa76c18,,,UL,2-CPW-ZO-L2-1030
13120155,FALSE,5ec2f360-6cbe-4a2b-9324-84a0c132f88b,TRUE,13920164,934906,MN1343/2013,Layertec,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,8060.38,314,"1030 nm planoconvex mirror ROC=-1.0m,0 deg, R>99.98%, 1"", ULE, L/10","r = -1000, Material	ULE, HR (0°, 1030nm ±30nm) >99.98%, ?/10 pro 1030nm, S/D 0/5, LIDT >10J/cm2  20n",,"sofia mirror drawer, multiple burned spots, almost unusable",01/09/2013,395b3ff3-0ee5-4234-86de-eec3cc800970,,Damaged,UL,108287
13120156,FALSE,5ec2f360-6cbe-4a2b-9324-84a0c132f88b,TRUE,13920164,934906,MN1343/2013,Layertec,RA1.L1.FE.L1_1.BB.PL2.R1.CM,,,8060.38,314,"1030 nm planoconvex mirror ROC=-1.0m,0 deg, R>99.98%, 1"", ULE, L/10","r = -1000, Material	ULE, HR (0°, 1030nm ±30nm) >99.98%, ?/10 pro 1030nm, S/D 0/5, LIDT >10J/cm2  20ns, 20Hz ",,KUBA cavity end mirror,01/09/2013,a683ada1-6f6b-49d7-b878-efb40ad7ebfb,,,UL,108287
13120157,FALSE,5ec2f360-6cbe-4a2b-9324-84a0c132f88b,TRUE,13920164,934906,MN1343/2013,Layertec,RA1.L1.FE.L1_1.BB.PL1.RA.CM,,,8060.38,314,"1030 nm planoconvex mirror ROC=-1.0m,0 deg, R>99.98%, 1"", ULE, L/10","r = -1000, Material	ULE, HR (0°, 1030nm ±30nm) >99.98%, ?/10 pro 1030nm, S/D 0/5, LIDT >10J/cm2  20ns, 20Hz ","This is the actual mirror, despite the section of cavity mirrors having EUN13010016 for this
RA1.L1.FE.L1_1.BB.PL1.RA.CM.4","UTIA, end cavity mirror of Kubik",01/09/2013,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,108287
13120158,FALSE,5ec2f360-6cbe-4a2b-9324-84a0c132f88b,TRUE,13920164,934906,MN1343/2013,Layertec,RA1.L2.L2_1.FE.L2_1.BB.PL1,,,8060.38,314,"1030 nm planoconvex mirror ROC=-1.5m,0 deg, R>99.98%, 1"", ULE, L/10","r = -1500, Material	ULE, HR (0°, 1030nm ±30nm) >99.98%, ?/10 pro 1030nm, S/D 0/5, LIDT >10J/cm2  20n",,"L2 Box 3, 3 burned spots in the center",01/09/2013,ae9e7ff8-9ac6-4e7f-aba2-6f618ce935ac,,Damaged,UL,108286
